11	12	HollyWithAnIE	 Sat Sep 11 01:06:34 +0000 2021	0	 Dude this was the right choice i am getting DOWN to swedish pop sensation Abba	dude right choice getting swedish pop sensation abba	war	-1
12	13	NOEFFiEPROBLEM	 Sat Sep 11 01:05:58 +0000 2021	0	 they should play ABBA	play abba	war	-1
13	14	f31rowe	 Sat Sep 11 01:03:40 +0000 2021	0	 #70sThrough90sBestAlbum Sept. 11 - 1980.  Going with ABBA again for 1980 with “Super Trouper.”  Great album where e… https://t.co/ur6pH58Hzw	70sthrough90sbestalbum sept 11 1980 going abba 1980 “ super trouper ” great album e…	war	0
14	15	test5f1798	 Sat Sep 11 01:03:02 +0000 2021	0	 ReplyTo : 1901bb7d-f8d5-4372-abba-2cd8036b3921	replyto 1901bb7df8d54372abba2cd8036b3921	war	-1
15	16	sirclinksalot	 Sat Sep 11 01:02:50 +0000 2021	0	 I think the @foofighters need to do an @ABBA cover album next. Or an album WITH ABBA. #DeeGees https://t.co/3FN5hksq3w	think foofighters need abba cover album next album abba deegees	war	-1
16	17	abba_gabba_dab	 Sat Sep 11 01:02:30 +0000 2021	0	 Has your ID ever been doubted? Your purse aggressively checked? I’m here today to talk about bouncers	id ever doubted purse aggressively checked ’ today talk bouncers	war	-1
17	18	kirrsstt	 Sat Sep 11 01:00:35 +0000 2021	0	 @cousinwill3 Stockard is the new ABBA just wait 👀👀	cousinwill3 stockard new abba wait 👀👀	war	-1
18	19	makailumina	 Sat Sep 11 00:58:41 +0000 2021	0	 @Riddlesmk since when were you into abba goddamn \n\ni love them	riddlesmk since abba goddamn love	war	0
19	20	Humming_Zone	 Sat Sep 11 00:58:24 +0000 2021	0	 It’s Official: ABBA Just Scored Their First UK Top 10 Single In Almost 40 Years https://t.co/M97wQzRAhs	’ official abba scored first uk top 10 single almost 40 years	war	-1
20	21	barake_b	 Sat Sep 11 00:58:19 +0000 2021	0	 I Still Have Faith In You | MTV UK https://t.co/jlPioRetXU	still faith mtv uk	war	-1
21	22	Top_Radio_	 Sat Sep 11 00:58:14 +0000 2021	0	 Always Gretest Hits. Now SOS - ABBA on https://t.co/aj0AOH5er9 https://t.co/pBxTR9WNRq	always gretest hits sos abba	war	-1
22	23	MeineKatze66	 Sat Sep 11 00:58:02 +0000 2021	0	 @Lauren93536618 @Abba_Annabelle @loisandbea @funder @mtgreenee He’s going in DEEP!	lauren93536618 abbaannabelle loisandbea funder mtgreenee ’ going deep	war	-1
23	24	WLOYisPlaying	 Sat Sep 11 00:57:43 +0000 2021	0	 When I Kissed The Teacher by Disco Fever on Abba Gold Tributo (BELIEVE - J Records) #NowPlaying	kissed teacher disco fever abba gold tributo believe j records nowplaying	war	-1
24	25	megancherylking	 Sat Sep 11 00:57:32 +0000 2021	0	 @Chris_1987 @OfficialSteps Literally I’ve done the same 😂😂 finished work and spent the night reading Sarah’s book and listening to ABBA 🙈😂	chris1987 officialsteps literally ’ done 😂😂 finished work spent night reading sarah ’ book listening abba 🙈😂	war	-1
25	26	HollyWithAnIE	 Sat Sep 11 00:57:07 +0000 2021	0	 What kind of music should I make apple butter to???\n\nAbba. Definitely abba	kind music make apple butter abba definitely abba	war	-1
26	27	LidaLind	 Sat Sep 11 00:56:23 +0000 2021	0	 @ThatEricAlper Anything by ABBA	thatericalper anything abba	war	-1
27	28	zeplantprincess	 Sat Sep 11 00:55:57 +0000 2021	0	 Old gen jnoun when I put on ABBA https://t.co/ExfIWds1kX	old gen jnoun put abba	war	-1
28	29	DRKDUET	 Sat Sep 11 00:55:04 +0000 2021	0	 no thoughts only don't shut me down from abba in my brain	thoughts dont shut abba brain	war	-1
29	30	KeepitStans	 Sat Sep 11 00:55:01 +0000 2021	0	 Abba reunite for Voyage first new album in 40 years https://t.co/hHSxLgZPh9 #KeepIt #shownotes	abba reunite voyage first new album 40 years keepit shownotes	war	-1
30	31	NatureQueen13	 Sat Sep 11 00:53:56 +0000 2021	0	 I remember a time before this Anu path where I wondered what Tru gratitude felt like. Like this little space inside… https://t.co/Pqumg4UIyS	remember time anu path wondered tru gratitude felt like like little space inside…	war	-1
31	32	BenatarSeaOrg	 Sat Sep 11 00:52:08 +0000 2021	0	 saint etienne dropping a top tier downtempo 90s/00s electronica album out of nowhere a few days after ABBA made 20… https://t.co/XY8YZSog8v	saint etienne dropping top tier downtempo 90s00s electronica album nowhere days abba made 20…	war	0
32	33	Oniikusu	 Sat Sep 11 00:52:05 +0000 2021	0	 Jotaro x abba is the kind of ship where theyre both alphas and the conflict of their dynamic is who’s going to “rec… https://t.co/LMuIMKil3S	jotaro x abba kind ship theyre alphas conflict dynamic ’ going “ rec…	war	-1
33	34	FreshyTeemz	 Sat Sep 11 00:51:41 +0000 2021	0	 We cry Abba Father for the sake of big Wiz @wizkidayo O Lord guide and protect him and all members of the crew fro… https://t.co/poHvoBWjG5	cry abba father sake big wiz wizkidayo lord guide protect members crew fro…	war	-1
34	35	abba_lyrics	 Sat Sep 11 00:51:29 +0000 2021	0	 And when you take me in your arms and hold me tight I know it's gonna mean so much tonight	take arms hold tight know gon na mean much tonight	war	-1
35	36	exomalaysia_	 Sat Sep 11 00:50:24 +0000 2021	0	 @null ABBA scores first UK top 10 single in nearly 40 years "Don't Shut Me Down" reac  https://t.co/cpUdXtDY7S	null abba scores first uk top 10 single nearly 40 years dont shut reac	war	-1
36	37	japanmax1996	 Sat Sep 11 02:43:03 +0000 2021	0	 ABBA Reunite for First Time in 40 Years Announce New Album and Digital Concert - Rolling Stone https://t.co/xKkv6OgCOH	abba reunite first time 40 years announce new album digital concert rolling stone	ABBA	-1
37	38	rakeshnvs999	 Sat Sep 11 02:43:03 +0000 2021	0	 @tarakStan999 First 3 sentences chusi reply ivakapothe out anukuna last sentence safe abba sai ram	tarakstan999 first 3 sentences chusi reply ivakapothe anukuna last sentence safe abba sai ram	ABBA	-1
38	39	KateABBAfan	 Sat Sep 11 02:42:43 +0000 2021	0	 My search history reveals that I am into ABBA I am sad and I am gay https://t.co/F4Hp5eG9an	search history reveals abba sad gay	ABBA	-1
39	40	Prames44339944	 Sat Sep 11 02:42:42 +0000 2021	0	 @acacia_ayesha @lalaluvlalisa @LILITEAMTH327 Abba is a legend.. don't give up!! Fighting!!	acaciaayesha lalaluvlalisa liliteamth327 abba legend dont give fighting	ABBA	-1
40	41	xanthocera	 Sat Sep 11 02:42:03 +0000 2021	0	 im gonna listen to abba and print out a picture of sylvain and yell at him now	im gon na listen abba print picture sylvain yell	ABBA	-1
41	42	0starkafterdark	 Sat Sep 11 02:39:31 +0000 2021	0	 But in the end Napoleon lost his Napoleonic wars – his empire dismantled France completely defeated (once and for… https://t.co/cW9eTTXo8L	end napoleon lost napoleonic wars – empire dismantled france completely defeated for…	ABBA	-1
42	43	_arvint_	 Sat Sep 11 02:39:15 +0000 2021	0	 @ItsVidele @RealEDMChi I’ll always play abba baby	itsvidele realedmchi ’ always play abba baby	ABBA	-1
43	44	Eun2_Abba	 Sat Sep 11 02:38:33 +0000 2021	0	 Just 🛍 https://t.co/xT4p2EiPgY	🛍	ABBA	-1
44	45	AzrulHardi	 Sat Sep 11 02:38:12 +0000 2021	0	 Wow. ABBA’s new songs are gold class	wow abba ’ new songs gold class	ABBA	-1
45	46	isabelpiccio__	 Sat Sep 11 02:37:49 +0000 2021	0	 I told my dad I liked Abba a couple years ago and he's been playing it often ever since HAHAHAHAHA	told dad liked abba couple years ago hes playing often ever since hahahahaha	ABBA	0
46	47	teja2495	 Sat Sep 11 02:37:34 +0000 2021	0	 Back to home after traveling for a month. Intiki vachaka ah relaxed feeling edaithe undho.. Abba..🧘	back home traveling month intiki vachaka ah relaxed feeling edaithe undho abba🧘	ABBA	-1
47	48	fIyIikeag6	 Sat Sep 11 02:37:27 +0000 2021	0	 @chcoIatefactory @miscrylake rting this because of sebastian stan and abba	chcoiatefactory miscrylake rting sebastian stan abba	ABBA	-1
48	49	AdamUnavailable	 Sat Sep 11 02:37:02 +0000 2021	0	 @rocco_botte This is the closest I am to regretting not using the presale concert tickets code for preordering the… https://t.co/4J9zFGlZFa	roccobotte close regretting using presale concert tickets code preordering the…	ABBA	-1
49	50	maserenona	 Sat Sep 11 02:36:53 +0000 2021	0	 one of us angeleyes the name of the game top three abba songs idc https://t.co/gdXspq2dzm	one us angeleyes name game top three abba songs idc	ABBA	-1
50	51	S0RIKKUN	 Sat Sep 11 02:36:36 +0000 2021	0	 ABBA R STILL GONNA RELEASE A WHOLE ALBUM??///&amp;@/????	abba r still gon na release whole albumamp	ABBA	-1
51	52	cherssangel	 Sat Sep 11 02:36:26 +0000 2021	0	 WE BLASTED ABBA ON THE WAY HOME MY HEART IS CONTENT	blasted abba way home heart content	ABBA	-1
52	53	true_skin_lover	 Sat Sep 11 02:36:25 +0000 2021	0	 TMW Unlimited on the ‘secret’ voyage of marketing Abba back to life | The Drum https://t.co/SLgzB42wa9	tmw unlimited ‘ secret ’ voyage marketing abba back life drum	ABBA	-1
53	54	ImJulesJohnston	 Sat Sep 11 02:35:47 +0000 2021	0	 It’s @ABBA! Seeing how technology is being utilized to bring this concert to life makes me even more excited for th… https://t.co/mHv9NqsAFm	’ abba seeing technology utilized bring concert life makes even excited th…	ABBA	-1
54	55	jellykiwii	 Sat Sep 11 02:32:02 +0000 2021	0	 LRT WAIT WHAT I WAS LITERALLY JUST TALKING ABOUT THIS WITH MY PARENTS LAST WEEK LIKE 'HAHA WHAT IF ABBA CAME BACK WITH NEW MUSIC' HUHHHHHHHH	lrt wait literally talking parents last week like haha abba came back new music huhhhhhhhh	ABBA	-1
55	56	Ezza94	 Sat Sep 11 02:31:33 +0000 2021	0	 @elliswes That's a better name. Each act can have ABBA song themes too. Act 1 and Act 2? Nah "Money money money"… https://t.co/PYaXCKPwQQ	elliswes thats good name act abba song themes act 1 act 2 nah money money money…	ABBA	1
56	57	destro_abba	 Sat Sep 11 02:30:33 +0000 2021	0	 @chitaglorya @admetosofficial @itsssamel @chita_winner Congrats	chitaglorya admetosofficial itsssamel chitawinner congrats	ABBA	-1
57	58	Reweth	 Sat Sep 11 02:30:15 +0000 2021	0	 Me to my mom's partner: "There's a new Abba album just the other week"\nHim: "Yes b'y! What's it called? 'Gramma Mia?'"	moms partner theres new abba album week yes whats called gramma mia	ABBA	-1
58	59	Godslittlekitty	 Sat Sep 11 02:30:14 +0000 2021	0	 @Mike_Pence It's people like you that mean well but who say they know the Lord as Savior but who do not consult wit… https://t.co/gbcPGm5Qco	mikepence people like mean well say know lord savior consult wit…	ABBA	-1
59	60	januareigh	 Sat Sep 11 02:30:10 +0000 2021	0	 ive been listening to abba nonstop let me have this	ive listening abba nonstop let	ABBA	-1
60	61	ive_cried	 Sat Sep 11 02:29:59 +0000 2021	0	 i started microdosing shrooms and now i think im entering my ABBA era	started microdosing shrooms think im entering abba era	ABBA	-1
61	62	destro_abba	 Sat Sep 11 02:29:54 +0000 2021	0	 @Om_TeloletOm @CompBrosCrypto @loudmarketnfts @MiyaAngelone @KSari42 Gasspol	omteloletom compbroscrypto loudmarketnfts miyaangelone ksari42 gasspol	ABBA	-1
62	63	jmarine	 Sat Sep 11 02:29:38 +0000 2021	0	 ABBA scores first UK top 10 single in nearly 40 years https://t.co/SVqAEtRp1m @FRANCE24　　2021.9.10   19:54	abba scores first uk top 10 single nearly 40 years france24 2021910 1954	ABBA	-1
63	64	WhippleMarc	 Sat Sep 11 02:28:58 +0000 2021	0	 Okay ABBA is doing a comeback tour how did I not know this?\n\nHow is this possible?\n\nWhat a time to be alive.\n\nIf y… https://t.co/RrP5F74T5w	okay abba comeback tour know possible time alive y…	ABBA	-1
64	65	LukeyyBabe	 Sat Sep 11 02:28:33 +0000 2021	0	 Bro ABBA actually dropping an album!? IM PEAKING	bro abba actually dropping album im peaking	ABBA	-1
65	66	tainagrandmont	 Sat Sep 11 02:28:02 +0000 2021	0	 a few of my favorites :\namerican pie - don mclean\nvienna - billy joel\nisland in the sun - weezer\nla bohème - charle… https://t.co/Tfkmsayb3F	favorites american pie mclean vienna billy joel island sun weezer la bohème charle…	ABBA	-1
66	67	elliswes	 Sat Sep 11 02:27:15 +0000 2021	0	 holy shit I just had the coolest idea. I’m going to make a musical with just ABBA songs as the soundtrack. going to be fire	holy shit cool idea ’ going make musical abba songs soundtrack going fire	ABBA	-1
67	68	DaveyHugs	 Sat Sep 11 02:27:12 +0000 2021	0	 ABBA are back in the UK singles chart! No. 9 with "Don't Shut Me Down"	abba back uk singles chart 9 dont shut	ABBA	-1
68	69	amandahewittt	 Sat Sep 11 02:22:06 +0000 2021	0	 need to know everyone’s opinions on the new abba song. drank a bottle of red and listened to it on repeat for almos… https://t.co/5S9SZ3lhvC	need know everyone ’ opinions new abba song drank bottle red listened repeat almos…	ABBA	-1
69	70	LozLoz1988	 Sat Sep 11 02:20:43 +0000 2021	0	 AUSTRALIAN RADIO EXCLUSIVE\nOne hour special on @smoothfm915 today 4pm AEST @RichardWilkins chats with Benny and Bj… https://t.co/nmdkb0Ug5a	australian radio exclusive one hour special smoothfm915 today 4pm aest richardwilkins chats benny bj…	ABBA	-1
70	71	daisbelllo	 Sat Sep 11 02:20:21 +0000 2021	0	 my gay ass listening to ABBA while showering on the third leg of my world tour https://t.co/4wlrsgnRae	gay ass listening abba showering third leg world tour	ABBA	-1
71	72	geramx23	 Sat Sep 11 02:17:45 +0000 2021	0	 @Guadalu14424363 @todoxnada2 @NeopariaCap_ @aramiss34 @talipurpura @EGaona14 @BegoGM6 @JanZurita @Georginaubaldo1… https://t.co/uqtviTXBMv	guadalu14424363 todoxnada2 neopariacap aramiss34 talipurpura egaona14 begogm6 janzurita georginaubaldo1…	ABBA	-1
72	73	laurajanefoley	 Sat Sep 11 02:17:45 +0000 2021	0	 @emmagafielding I'm listening to ABBA. Gonna try yours instead!! xx	emmagafielding im listening abba gon na try instead xx	ABBA	-1
73	74	WeAreAda	 Sat Sep 11 02:17:13 +0000 2021	0	 Congrats to our 2021 Homecoming Queen Carizma Nelson &amp; our Homecoming King Saul Palma! Homecoming candidates dona… https://t.co/EBGXy8A7Y7	congrats 2021 homecoming queen carizma nelson amp homecoming king saul palma homecoming candidates dona…	ABBA	-1
74	75	monaphobia	 Sat Sep 11 02:16:18 +0000 2021	0	 this bar has no ABBA on the jukebox ….. homophobic	bar abba jukebox … homophobic	ABBA	-1
75	76	fayetwt	 Sat Sep 11 02:15:00 +0000 2021	0	 @alex4k_ angel baby - troy sivan\nold money - lana del ray\ni still have faith in you - abba\ndont shut me down - abba… https://t.co/kgCH5YeX3i	alex4k angel baby troy sivan old money lana del ray still faith abba dont shut abba…	ABBA	-1
76	77	msgagathing	 Sat Sep 11 02:14:27 +0000 2021	0	 @PopCrave @ABBA legends	popcrave abba legends	ABBA	-1
77	78	Sofia11101	 Sat Sep 11 02:14:16 +0000 2021	0	 For anyone who is not a Christian and wonders how Christians pray...sometimes we pray like this....just pouring our… https://t.co/PbTyAJW2i5	anyone christian wonders christians praysometimes pray like thisjust pouring our…	ABBA	-1
78	79	Shaniiiing	 Sat Sep 11 02:13:56 +0000 2021	0	 FB nf becomes an obituary already😭 Even those who are close to me has been affected. Abba Father comfort them😭	fb nf becomes obituary already😭 even close affected abba father comfort them😭	ABBA	-1
79	80	mdboatright	 Sat Sep 11 02:13:46 +0000 2021	0	 I had hoped for something more poetic for the end of the world than Tiger King Jan. 6 and ABBA’s upcoming hologra… https://t.co/wIiqe7cPol	hoped something poetic end world tiger king jan 6 abba ’ upcoming hologra…	ABBA	-1
80	81	ykhabee	 Sat Sep 11 02:13:36 +0000 2021	0	 mamma mia by ABBA is rupok nation's anthem🤚	mamma mia abba rupok nations anthem🤚	ABBA	-1
81	82	ONESUMMERNlGHT	 Sat Sep 11 02:12:17 +0000 2021	0	 hi! i accidentally deleted my acc so rt/like if you stan:\n\n- b99\n- the good place\n- ahs\n- friends\n- ratched\n- pauls… https://t.co/aWwdIpu42X	hi accidentally deleted acc rtlike stan b99 good place ahs friends ratched pauls…	ABBA	1
82	83	slowstockholm	 Sat Sep 11 02:10:01 +0000 2021	0	 From ABBA To Avicii: A Deep Dive Into Swedish Pop: https://t.co/j6MmE3F9ng via @JetsetTimes #SwedishPop #Sweden	abba avicii deep dive swedish pop via jetsettimes swedishpop sweden	ABBA	-1
83	84	Modelesque_9	 Sat Sep 11 02:09:55 +0000 2021	0	 This is what GLORY looks like!!!! Hallelujah Jesus!!!! Thank You ABBA Father for pulling the @Linc_TrojansFB… https://t.co/PXpvDdxzY5	glory looks like hallelujah jesus thank abba father pulling linctrojansfb…	ABBA	-1
84	85	sweeetyama	 Sat Sep 11 02:09:52 +0000 2021	0	 @lovingtenya YES AN ABBA AND WUEEN ALBUM YASSSSSSS	lovingtenya yes abba wueen album yasssssss	ABBA	-1
85	127	gnocchiwizard	 Sat Sep 11 02:42:54 +0000 2021	0	 @mrsfrizzle12 they should cool it with the puppy mills but yes	mrsfrizzle12 cool puppy mills yes	puppy	-1
86	86	escollapse	 Sat Sep 11 02:08:47 +0000 2021	0	 #Chess protip that I am "sure" is totally original\n\n(pls attribute your first author I'm new here)\n\nwhen your oppo… https://t.co/96WQrYCrBe	chess protip sure totally original pls attribute first author im new oppo…	ABBA	-1
87	87	rowenbspotify	 Sat Sep 11 02:07:24 +0000 2021	0	 it really is a rich mans world @ABBA	really rich mans world abba	ABBA	-1
88	88	yeo2jun	 Sat Sep 11 02:05:44 +0000 2021	0	 @txtDNl Oh evan the abba versions are sm better.. AT LEAAT LISTEN TO THE BROWDWAY MAMMA MIA THEU HAVE BRITISH ACCWNTS	txtdnl oh evan abba versions sm good leaat listen browdway mamma mia theu british accwnts	ABBA	-1
89	89	gaynbmando	 Sat Sep 11 02:05:37 +0000 2021	0	 once again asking for a moon knight fight scene to abba's gimme gimme gimme (a man after midnight)	asking moon knight fight scene abbas gim gim gim man midnight	ABBA	-1
90	90	sandmanni	 Sat Sep 11 02:05:05 +0000 2021	0	 Don't shut me down - Abba https://t.co/2Aoq3NhiUc‘t Shut Me Down&amp;shtp=Twitter&amp;shid=6762fb37-b85a-4e8e-8205-80c5810f… https://t.co/OG3ieD3bQg	dont shut abba shut downampshtptwitterampshid6762fb37b85a4e8e820580c5810f…	ABBA	-1
91	91	yeo2jun	 Sat Sep 11 02:04:58 +0000 2021	0	 @txtDNl Put the abba version on.	txtdnl put abba version	ABBA	-1
92	92	N8Otter	 Sat Sep 11 02:04:40 +0000 2021	0	 ABBA's first new album in 40 years is coming out in November.  I'm gonna happy cry or something.	abbas first new album 40 years coming november im gon na happy cry something	ABBA	-1
93	93	dr_ryan	 Sat Sep 11 02:04:10 +0000 2021	0	 @rocco_botte ABBA RULES	roccobotte abba rules	ABBA	-1
94	94	honeymoonmarisa	 Sat Sep 11 02:03:20 +0000 2021	0	 Abba night next week 👀	abba night next week 👀	ABBA	-1
95	95	ectocrisis	 Sat Sep 11 02:01:47 +0000 2021	0	 @rocco_botte Oh s**t I’m just reading this and ABBA is playing in the background. Rocco F**kin’ Botte.	roccobotte oh st ’ reading abba playing background rocco fkin ’ botte	ABBA	-1
96	96	ephraimyisrael	 Sat Sep 11 02:01:02 +0000 2021	0	 @ZaakiYHWH2012 @Chaarab478 @KAVIYHWH Shalom AP FATHER ABBA its true Esau will always have an perpeutal Hatred for u… https://t.co/YuaPxboQI1	zaakiyhwh2012 chaarab478 kaviyhwh shalom ap father abba true esau always perpeutal hatred u…	ABBA	-1
97	97	RKruk	 Sat Sep 11 02:00:58 +0000 2021	0	 @Val_Plante  I hope U win lets get rid of Fed election and C-19. I Might Run for Lachine one day. Nice to see Abba… https://t.co/QKO7HBIxoe	valplante hope u win lets get rid fed election c19 might run lachine one day nice see abba…	ABBA	1
98	98	leah_beaton	 Sat Sep 11 02:00:42 +0000 2021	0	 If bloody ABBA can do it then there’s flick all excuse for Fleetwood Mac to not reunite before my 30th birthday com… https://t.co/jq12ZwsSid	bloody abba ’ flick excuse fleetwood mac reunite 30th birthday com…	ABBA	-1
99	99	RetroPopMag	 Sat Sep 11 02:00:00 +0000 2021	0	 🚨One of the musicians behind @ABBAVoyage has revealed the classic songs rehearsed by the group’s live band during a… https://t.co/UAa6Y2FmeQ	🚨one musicians behind abbavoyage revealed classic songs rehearsed group ’ live band a…	ABBA	-1
100	100	OvalEmpire	 Sat Sep 11 02:43:48 +0000 2021	0	 He probably will and definitely should! Yes the governors directly responsible for countless deaths in Florida and… https://t.co/1xc6hvebph	probably definitely yes governors directly responsible countless deaths florida and…	texas	-1
101	101	Montyrk2	 Sat Sep 11 02:43:47 +0000 2021	0	 I do think if the Supreme Court does in fact uphold Texas vigilante justice against millions of women this rulin… https://t.co/YqELmvTiTV	think supreme court fact uphold texas vigilante justice millions women rulin…	texas	-1
102	102	on_agfax	 Sat Sep 11 02:43:43 +0000 2021	0	 Texas Rice: Severe Outbreaks of Kernel Smut in 2021 https://t.co/FmUDFSGs41 https://t.co/HFIfLY8n16	texas rice severe outbreaks kernel smut 2021	texas	-1
103	103	lucyloc72593422	 Sat Sep 11 02:43:43 +0000 2021	0	 Hey Australia is this want Scumo &amp; bin chicky mean when they say live with this ? COVID-19 updates: 345 children cu… https://t.co/rMfELEVZnQ	hey australia want scumo amp bin chicky mean say live covid19 updates 345 children cu…	texas	-1
104	104	GuyFromCarlsbad	 Sat Sep 11 02:43:42 +0000 2021	0	 @Patriot_Always2 @_eyes_of_texas_ You need to let him know	patriotalways2 eyesoftexas need let know	texas	-1
105	105	neokefka_99	 Sat Sep 11 02:43:41 +0000 2021	0	 ...Netflix is doing a Texas Chainsaw Massacre movie? Is this separate from all the other billion Texas Chainsaw Mas… https://t.co/RU5lkNogta	netflix texas chainsaw massacre movie separate billion texas chainsaw mas…	texas	-1
106	106	AudrinaDaily	 Sat Sep 11 02:43:40 +0000 2021	0	 VOTE NO ON RECALL!! Don’t turn California into Texas!!! https://t.co/IF6tnzepKw	vote recall ’ turn california texas	texas	-1
107	107	hookem_ego	 Sat Sep 11 02:43:37 +0000 2021	0	 @Aggie21Atx @Doc_Texas We don’t claim to be a blue blood. That’s nationally given and earned. “It’s a known fact.” 😂	aggie21atx doctexas ’ claim blue blood ’ nationally given earned “ ’ known fact ” 😂	texas	-1
108	108	lilemeryld	 Sat Sep 11 02:43:36 +0000 2021	0	 texas loves a patio bar and grill	texas loves patio bar grill	texas	-1
109	109	NTXProgressive	 Sat Sep 11 02:43:35 +0000 2021	0	 Part of the Texas chapter here ! https://t.co/nIDmSZ7Guh	part texas chapter	texas	-1
110	110	DuckPandemic	 Sat Sep 11 02:43:35 +0000 2021	0	 @RealTimers @billmaher @RepBarbaraLee @cbellantoni @GeorgeWill @HBO @hbomax Texas texas texas  Did ya hear Ted in… https://t.co/eUGxU0xjeB	realtimers billmaher repbarbaralee cbellantoni georgewill hbo hbomax texas texas texas ya hear ted in…	texas	-1
111	111	KProtein19	 Sat Sep 11 02:43:30 +0000 2021	0	 @Pminn76 For what since the Texas law does not allow anyone to sue her??? 🤔🤔🤔 Such abject ignorance from whomever m… https://t.co/7FLlAhpopA	pminn76 since texas law allow anyone sue 🤔🤔🤔 abject ignorance whomever m…	texas	-1
112	112	joebreslin	 Sat Sep 11 02:43:28 +0000 2021	0	 @samtheaustinP1 got some variety 12pks from these guys and they haven't done so hot. maybe being 1500 miles out of… https://t.co/qUG2ZkMxfe	samtheaustinp1 got variety 12pks guys havent done hot maybe 1500 miles of…	texas	-1
113	113	pinkdrinx	 Sat Sep 11 02:43:27 +0000 2021	0	 Thank you🙏@BetoORourke @BetoMedia \n#Texas needs you. Please run for Governor. \n#AbolishAbbott https://t.co/CLAXyujKrM	thank you🙏betoorourke betomedia texas needs please run governor abolishabbott	texas	-1
114	114	EdwinShaffer7	 Sat Sep 11 02:43:26 +0000 2021	0	 @NationB4Party @KarlieInCali .........did I hear someone say "recall"? Guess it's not legal in Texas😡	nationb4party karlieincali hear someone say recall guess legal texas😡	texas	-1
115	115	Chassidy1554	 Sat Sep 11 02:43:24 +0000 2021	0	 Texas Frightmare Weekend 2021 as Ada Wong Friday and Saturday. https://t.co/FKdNAf5vs0	texas frightmare weekend 2021 ada wong friday saturday	texas	-1
116	116	unocelestial	 Sat Sep 11 02:43:23 +0000 2021	0	 ‘It Took Her So Fast’: 4-Year-Old Texas Preschooler Dies of COVID Within Hours of First Symptoms https://t.co/88A4PuRvVo	‘ took fast ’ 4yearold texas preschooler dies covid within hours first symptoms	texas	-1
117	117	AlphaForDummies	 Sat Sep 11 02:43:14 +0000 2021	0	 @BDavisAAS “And Texas needs Tech for other sports’ schedules.” https://t.co/UhFVdjXerz	bdavisaas “ texas needs tech sports ’ schedules ”	texas	-1
118	118	CamiRoebuck	 Sat Sep 11 02:43:14 +0000 2021	0	 @NBallingrud Oh man! Texas Chainsaw!😍 Also Hereditary would be absolutely killer…ooh and The Grudge/Ju-On…God so many! I want this!!!	nballingrud oh man texas chainsaw😍 also hereditary would absolutely killer…ooh grudgejuon…god many want	texas	-1
119	119	CoreyCox3	 Sat Sep 11 02:43:14 +0000 2021	0	 @nomadpdx @FCDallas It is Texas. Nothing makes sense.	nomadpdx fcdallas texas nothing makes sense	texas	-1
120	120	LootTheHounds	 Sat Sep 11 02:44:20 +0000 2021	0	 @Toadsanime Toss me a follow long enough to DM you. I have an IG dedicated to OC kittens cats and now a puppy. &lt;3	toadsanime toss follow long enough dm ig dedicated oc kittens cats puppy lt3	puppy	-1
